source,year,expdays,invvert,phylum,class,order,family,genus,species,jenv,jhab,aenv,ahab,migratory,zone,region,source,slat,slong,avgg,o2sat,o2method,tdeg,tmethod,response,rmeasure,salinity,ph,parmean,parmax,sstmin,sstmean,sstmax,dissox,damin,damean,damax,chlorange,chlomin,chlomax
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,20,stepwise,10,constant,respiration rate,0.1100,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,20,stepwise,18,constant,respiration rate,0.1700,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,20,stepwise,25,constant,respiration rate,0.1200,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,10,stepwise,10,constant,respiration rate,0.0950,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,10,stepwise,18,constant,respiration rate,0.1150,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,ostreoida,pectinidae,pecten,maximus,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,48.3908,-4.4856,,10,stepwise,25,constant,respiration rate,0.0800,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,95,stepwise,10,constant,respiration rate,0.1800,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,95,stepwise,18,constant,respiration rate,0.3200,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,95,stepwise,25,constant,respiration rate,0.0000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,75,stepwise,10,constant,respiration rate,0.1700,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,75,stepwise,18,constant,respiration rate,0.3000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,75,stepwise,25,constant,respiration rate,0.3000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,50,stepwise,10,constant,respiration rate,0.1500,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,50,stepwise,18,constant,respiration rate,0.2500,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,50,stepwise,25,constant,respiration rate,0.2300,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,40,stepwise,10,constant,respiration rate,0.1400,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,40,stepwise,18,constant,respiration rate,0.2200,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,40,stepwise,25,constant,respiration rate,0.2000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,30,stepwise,10,constant,respiration rate,0.1200,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,30,stepwise,18,constant,respiration rate,0.1800,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,30,stepwise,25,constant,respiration rate,0.1500,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,20,stepwise,10,constant,respiration rate,0.1000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,20,stepwise,18,constant,respiration rate,0.1300,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,20,stepwise,25,constant,respiration rate,0.1000,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,10,stepwise,10,constant,respiration rate,0.0800,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,10,stepwise,18,constant,respiration rate,0.0900,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
artiguad,2014,0.58,invert,mollusca,bivalvia,mytiloida,mytilidae,mytilus,spp,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,wild,48.3908,-4.4856,,10,stepwise,25,constant,respiration rate,0.0400,34.960,8.167,30.282,47.518,8.969,13.238,17.847,5.958,0.185,0.241,0.309,5.688,2.924,8.612
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,100,constant,21,ramped,growth rate,2.8571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,70,constant,21,ramped,growth rate,3.2143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,30,constant,21,ramped,growth rate,1.3214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,100,constant,24,ramped,growth rate,6.2143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,70,constant,24,ramped,growth rate,2.7143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,30,constant,24,ramped,growth rate,1.5357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,100,constant,27,ramped,growth rate,5.1071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,70,constant,27,ramped,growth rate,4.1964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
buentello,2000,56.00,vert,chordata,actinopterygii,siluriformes,ictaluridae,ictalurus,punctatus,fr,riv,fr,riv,non-migratory,benthopelagic,subtropical,non-wild,32.5358,-97.3272,15.00,30,constant,27,ramped,growth rate,3.0357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,100,constant,12,constant,growth rate,620.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,50,constant,12,constant,growth rate,170.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,100,constant,15,constant,growth rate,520.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,50,constant,15,constant,growth rate,280.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,100,constant,18,constant,growth rate,570.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cancino,2003,60.00,invert,mollusca,gastropoda,neogastropoda,muricidae,chorus,giganteus,mn,sbz,mn,sbz,non-migratory,epibenthic,subtropical,wild,-41.4667,-72.9333,,50,constant,18,constant,growth rate,112.0000,32.951,8.076,30.634,52.937,10.136,13.528,19.855,6.826,0.140,0.281,0.455,23.539,1.651,25.190
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,10,constant,o2 consumption,1.7100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,10,constant,o2 consumption,1.7100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,17,constant,o2 consumption,2.3800,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,17,constant,o2 consumption,2.3800,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,23,constant,o2 consumption,5.5500,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,inermis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,23,constant,o2 consumption,5.5500,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,rhincalanidae,rhincalanus,rostrifrons,mo,epi,mo,epi,non-migratory,epipelagic,tropical,wild,14.4791,-100.4306,,100,constant,10,constant,o2 consumption,6.0600,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,rhincalanidae,rhincalanus,rostrifrons,mo,epi,mo,epi,non-migratory,epipelagic,tropical,wild,14.4791,-100.4306,,15,constant,10,constant,o2 consumption,6.0600,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,rhincalanidae,rhincalanus,rostrifrons,mo,epi,mo,epi,non-migratory,epipelagic,tropical,wild,14.4791,-100.4306,,100,constant,17,constant,o2 consumption,7.0100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,rhincalanidae,rhincalanus,rostrifrons,mo,epi,mo,epi,non-migratory,epipelagic,tropical,wild,14.4791,-100.4306,,15,constant,17,constant,o2 consumption,7.0100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,10,constant,o2 consumption,7.5800,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,10,constant,o2 consumption,7.5800,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,17,constant,o2 consumption,12.3100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,17,constant,o2 consumption,7.5400,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,100,constant,23,constant,o2 consumption,16.0100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
cass,2014,1.00,invert,arthropoda,maxillopoda,calanoida,subeucalanidae,sabeucalanus,subtenuis,mo,meso,mo,meso,non-migratory,mesopelagic,tropical,wild,14.4791,-100.4306,,15,constant,23,constant,o2 consumption,16.0100,33.990,8.229,45.531,55.099,29.079,29.867,30.529,4.574,0.033,0.042,0.052,0.132,0.105,0.237
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,70,constant,6,constant,growth rate,0.0000,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,70,constant,12,constant,growth rate,-0.0010,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,70,constant,20,constant,growth rate,0.0190,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,70,constant,28,constant,growth rate,0.0320,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,40,constant,20,constant,growth rate,0.0100,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,40,constant,28,constant,growth rate,0.0320,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,20,constant,20,constant,growth rate,0.0060,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
hanks,2011,10.00,vert,chordata,actinopterygii,perciformes,moronoidae,morone,americana,fr,riv,br,est,anadromous,demersal,temperate,wild,38.3364,-76.4642,,20,constant,28,constant,growth rate,0.0200,13.266,8.263,34.474,53.100,1.199,13.294,27.212,6.146,0.355,0.505,0.656,31.924,9.253,41.177
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,100,constant,17,constant,growth rate,19.8200,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,100,constant,19,constant,growth rate,26.4100,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,110,constant,17,constant,growth rate,19.7700,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,110,constant,19,constant,growth rate,26.2100,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,120,constant,17,constant,growth rate,28.3100,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,laevigata,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,120,constant,19,constant,growth rate,29.1700,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,100,constant,17,constant,growth rate,11.6300,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,100,constant,19,constant,growth rate,8.7300,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,110,constant,17,constant,growth rate,9.1200,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,110,constant,19,constant,growth rate,5.8600,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,120,constant,17,constant,growth rate,8.8600,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
harris,2005,75.00,invert,mollusca,gastropoda,,haliotidae,haliotis,rubra,mn,epi,mn,sbz,non-migratory,epibenthic,temperate,non-wild,-41.8667,148.2833,,120,constant,19,constant,growth rate,2.9200,35.337,8.228,33.420,53.309,12.321,14.883,18.024,5.765,0.051,0.081,0.106,0.583,0.267,0.850
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,100,constant,12,constant,RMR,0.0280,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,70,constant,12,constant,RMR,0.0300,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,40,constant,12,constant,RMR,0.0200,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
niklitshek,2009,,vert,chordata,actinopterygii,acipenseriformes,acipenseridae,acipenser,oxyrinchus,fr,riv,br,est,anadromous,demersal,subtropical,,41.5245,-70.6710,,100,constant,20,constant,RMR,0.0750,27.088,7.719,31.374,49.125,3.278,12.930,23.236,6.257,0.318,0.418,0.563,24.642,7.382,32.024
